dataset	AUROC	AUPRC	F1	MCC
wgEncodeAwgTfbsSydhGm12878Stat1UniPk	0.766797	0.800060	0.687927	0.424946
wgEncodeAwgTfbsSydhHelas3Prdm19115IggrabUniPk	0.817964	0.828341	0.717188	0.507966
wgEncodeAwgTfbsSydhK562CebpbIggrabUniPk	0.812438	0.812291	0.749745	0.520929
wgEncodeAwgTfbsUtaMcf7CtcfUniPk	0.834693	0.837916	0.730001	0.500057
wgEncodeAwgTfbsUtaK562CtcfUniPk	0.852085	0.864661	0.752193	0.548950
wgEncodeAwgTfbsSydhMcf10aesCmycTam14hHvdUniPk	0.790962	0.778334	0.722290	0.429234
wgEncodeAwgTfbsHaibK562Pu1Pcr1xUniPk	0.809994	0.809192	0.722413	0.497165
wgEncodeAwgTfbsHaibPfsk1NrsfPcr2xUniPk	0.769734	0.781574	0.623387	0.398478
wgEncodeAwgTfbsSydhK562Nrf1IggrabUniPk	0.908161	0.888389	0.847973	0.704920
wgEncodeAwgTfbsHaibA549Ctcfsc5916Pcr1xDex100nmUniPk	0.856391	0.873839	0.735072	0.568849
wgEncodeAwgTfbsSydhGm12878MaxIggmusUniPk	0.839539	0.832334	0.778700	0.561499
wgEncodeAwgTfbsUwAg09319CtcfUniPk	0.834197	0.849385	0.699445	0.507725
wgEncodeAwgTfbsSydhMcf10aesE2f4TamHvdUniPk	0.862268	0.844367	0.780909	0.582308
wgEncodeAwgTfbsSydhK562CtcfbIggrabUniPk	0.832776	0.850705	0.691304	0.511111
wgEncodeAwgTfbsSydhH1hescCmycIggrabUniPk	0.874919	0.862115	0.799677	0.605969
wgEncodeAwgTfbsSydhH1hescTbpIggrabUniPk	0.803099	0.799983	0.731414	0.461498
wgEncodeAwgTfbsHaibH1hescEgr1V0416102UniPk	0.849968	0.835307	0.777955	0.556063
wgEncodeAwgTfbsHaibGm12878Tcf3Pcr1xUniPk	0.825948	0.815705	0.751051	0.529298
wgEncodeAwgTfbsSydhK562Bach1sc14700IggrabUniPk	0.830821	0.845266	0.727674	0.519889
wgEncodeAwgTfbsSydhHepg2Nrf1IggrabUniPk	0.923121	0.903655	0.864827	0.730357
wgEncodeAwgTfbsHaibGm12892Pax5c20V0416101UniPk	0.820772	0.794374	0.756230	0.497904
wgEncodeAwgTfbsSydhMcf10aesCmycEtoh01HvdUniPk	0.794537	0.783299	0.674443	0.442264
wgEncodeAwgTfbsUwGm12872CtcfUniPk	0.825134	0.844415	0.663689	0.488904
wgEncodeAwgTfbsUchicagoK562Egata2UniPk	0.731123	0.724202	0.677929	0.325222
wgEncodeAwgTfbsHaibGm12878RxraPcr1xUniPk	0.824520	0.825252	0.751073	0.473771
wgEncodeAwgTfbsSydhK562Rfx5IggrabUniPk	0.907640	0.920012	0.823529	0.670564
wgEncodeAwgTfbsUwHmfCtcfUniPk	0.833118	0.851324	0.734547	0.502524
wgEncodeAwgTfbsUwHcfaaCtcfUniPk	0.835000	0.845590	0.723219	0.513463
wgEncodeAwgTfbsHaibH1hescFosl1sc183V0416102UniPk	0.854331	0.861544	0.733032	0.566497
wgEncodeAwgTfbsHaibHepg2SrfV0416101UniPk	0.876815	0.880185	0.804697	0.627256
wgEncodeAwgTfbsHaibA549GrPcr1xDex500pmUniPk	0.914910	0.931477	0.833910	0.687729
wgEncodeAwgTfbsUwSknshraCtcfUniPk	0.848577	0.855991	0.740705	0.532331
wgEncodeAwgTfbsUtaMcf7CmycVehUniPk	0.777237	0.760702	0.713692	0.418419
wgEncodeAwgTfbsSydhGm12878NfyaIggmusUniPk	0.903037	0.863452	0.837949	0.680662
wgEncodeAwgTfbsHaibH1hescTcf12Pcr1xUniPk	0.836043	0.838530	0.727467	0.525145
wgEncodeAwgTfbsSydhK562CjunUniPk	0.820722	0.828476	0.663114	0.493181
wgEncodeAwgTfbsSydhMcf10aesCfosTamHvdUniPk	0.820596	0.814640	0.761030	0.531994
