dataset	AUROC	AUPRC	F1	MCC
wgEncodeAwgTfbsHaibK562Sin3ak20V0416101UniPk	0.854767	0.858270	0.753654	0.548119
wgEncodeAwgTfbsHaibHepg2NrsfPcr2xUniPk	0.911268	0.924786	0.774549	0.654414
wgEncodeAwgTfbsSydhHelas3Brf2UniPk	0.587753	0.611144	0.614286	0.123161
wgEncodeAwgTfbsHaibGm12878Atf3Pcr1xUniPk	0.904999	0.922598	0.831683	0.696160
wgEncodeAwgTfbsHaibGm12878Cebpbsc150V0422111UniPk	0.870646	0.883443	0.796209	0.552336
wgEncodeAwgTfbsUtaHuvecPol2UniPk	0.847404	0.853399	0.754897	0.530404
wgEncodeAwgTfbsHaibA549Ctcfsc5916Pcr1xEtoh02UniPk	0.985863	0.982820	0.961313	0.922500
wgEncodeAwgTfbsUwHuvecCtcfUniPk	0.981277	0.975450	0.946911	0.895737
wgEncodeAwgTfbsSydhNt2d1Znf274UcdUniPk	0.943284	0.958612	0.895397	0.809092
wgEncodeAwgTfbsHaibK562Bclaf101388Pcr1xUniPk	0.788787	0.786026	0.674115	0.397016
wgEncodeAwgTfbsHaibH1hescSp2V0422111UniPk	0.940216	0.946179	0.866739	0.745207
wgEncodeAwgTfbsSydhK562Gata2UcdUniPk	0.940644	0.943261	0.875941	0.754700
wgEncodeAwgTfbsSydhK562Tblr1ab24550IggrabUniPk	0.804376	0.810348	0.684947	0.472178
wgEncodeAwgTfbsSydhGm12878Tr4UniPk	0.849552	0.867688	0.636132	0.507980
wgEncodeAwgTfbsSydhHepg2Mafksc477IggrabUniPk	0.977213	0.970351	0.957671	0.917314
wgEncodeAwgTfbsBroadNhlfEzh239875UniPk	0.789612	0.793898	0.733005	0.414390
wgEncodeAwgTfbsBroadOsteoblCtcfUniPk	0.957921	0.958258	0.914409	0.830545
wgEncodeAwgTfbsSydhHelas3MafkIggrabUniPk	0.948065	0.953961	0.879408	0.772202
wgEncodeAwgTfbsHaibSknmcFoxp2Pcr2xUniPk	0.885537	0.886947	0.786740	0.606576
wgEncodeAwgTfbsSydhImr90CtcfbIggrabUniPk	0.974512	0.967743	0.940773	0.883608
wgEncodeAwgTfbsHaibGm12878Pou2f2Pcr1xUniPk	0.878001	0.881138	0.786904	0.596324
wgEncodeAwgTfbsHaibH1hescYy1sc281V0416102UniPk	0.923915	0.926887	0.849579	0.696081
wgEncodeAwgTfbsBroadGm12878Ezh239875UniPk	0.757353	0.759317	0.668085	0.364357
wgEncodeAwgTfbsUtaGm19238CtcfUniPk	0.948319	0.944648	0.895839	0.799272
wgEncodeAwgTfbsUwHl60CtcfUniPk	0.992842	0.991834	0.971914	0.943821
wgEncodeAwgTfbsSydhGm12878Zzz3UniPk	0.928214	0.934471	0.775862	0.641637
wgEncodeAwgTfbsUwHffmycCtcfUniPk	0.973017	0.975279	0.934656	0.874057
wgEncodeAwgTfbsSydhGm12878Stat3IggmusUniPk	0.804362	0.799260	0.713623	0.467829
wgEncodeAwgTfbsSydhA549MaxIggrabUniPk	0.883789	0.872556	0.799689	0.603685
wgEncodeAwgTfbsUwGm06990CtcfUniPk	0.978150	0.975856	0.934677	0.869585
wgEncodeAwgTfbsSydhHelas3Zzz3UniPk	0.887907	0.891829	0.722892	0.501183
wgEncodeAwgTfbsBroadK562CtcfUniPk	0.949004	0.956122	0.887402	0.792842
wgEncodeAwgTfbsSydhHelas3Stat1Ifng30UniPk	0.871241	0.888093	0.770199	0.580021
wgEncodeAwgTfbsUtaK562CmycUniPk	0.890028	0.897221	0.805806	0.619589
wgEncodeAwgTfbsSydhK562Znf274UcdUniPk	0.931077	0.936958	0.869565	0.791976
wgEncodeAwgTfbsSydhImr90Rad21IggrabUniPk	0.956886	0.949918	0.912192	0.828409
wgEncodeAwgTfbsSydhHepg2Pgc1aForsklnUniPk	0.692265	0.736158	0.620690	0.297964
wgEncodeAwgTfbsSydhHepg2CebpbForsklnUniPk	0.959342	0.955505	0.906970	0.813070
wgEncodeAwgTfbsHaibH1hescCtcfsc5916V0416102UniPk	0.974186	0.963864	0.945805	0.891292
wgEncodeAwgTfbsSydhK562Bhlhe40nb100IggrabUniPk	0.915432	0.917949	0.838161	0.680868
wgEncodeAwgTfbsHaibK562Ctcflsc98982V0416101UniPk	0.974875	0.975813	0.919525	0.838293
wgEncodeAwgTfbsHaibHct116Pol24h8V0416101UniPk	0.841710	0.843335	0.760584	0.530141
wgEncodeAwgTfbsSydhHelas3Mxi1af4185IggrabUniPk	0.864391	0.872969	0.759944	0.568408
wgEncodeAwgTfbsSydhHelas3Stat3IggrabUniPk	0.904306	0.914591	0.819282	0.654559
wgEncodeAwgTfbsSydhHelas3Tf3c110UniPk	0.934776	0.950896	0.862500	0.748139
wgEncodeAwgTfbsSydhHuvecGata2UcdUniPk	0.907332	0.911112	0.831772	0.663387
wgEncodeAwgTfbsHaibHepg2Mybl2sc81192V0422111UniPk	0.843061	0.849342	0.752321	0.534255
wgEncodeAwgTfbsSydhK562Stat1Ifna6hUniPk	0.889581	0.894670	0.806754	0.645808
wgEncodeAwgTfbsHaibGm12878Runx3sc101553V0422111UniPk	0.923820	0.921626	0.853483	0.712187
wgEncodeAwgTfbsSydhGm12878Smc3ab9263IggmusUniPk	0.955872	0.962600	0.907590	0.826918
wgEncodeAwgTfbsBroadHsmmCtcfUniPk	0.977237	0.973057	0.939371	0.879649
wgEncodeAwgTfbsBroadHsmmtCtcfUniPk	0.968972	0.970260	0.924685	0.856135
wgEncodeAwgTfbsSydhGm12878Pol2UniPk	0.801518	0.804730	0.690651	0.441068
wgEncodeAwgTfbsHaibSknmcPol24h8V0416101UniPk	0.852815	0.859402	0.771588	0.550319
wgEncodeAwgTfbsHaibGm12878Stat5asc74442V0422111UniPk	0.849666	0.864737	0.774607	0.521845
wgEncodeAwgTfbsHaibSknshNrsfPcr2xUniPk	0.855221	0.861947	0.776471	0.546468
wgEncodeAwgTfbsSydhHepg2MaxIggrabUniPk	0.889382	0.894167	0.790168	0.612631
wgEncodeAwgTfbsUtaGm19240CtcfUniPk	0.959553	0.956128	0.911521	0.827268
wgEncodeAwgTfbsSydhHepg2Grp20ForsklnUniPk	0.895034	0.913261	0.805430	0.649765
wgEncodeAwgTfbsSydhPanc1Tcf7l2UcdUniPk	0.842293	0.846342	0.773893	0.510407
wgEncodeAwgTfbsSydhHelas3E2f1UniPk	0.891162	0.887176	0.793460	0.623773
wgEncodeAwgTfbsHaibGm12878Pax5c20Pcr1xUniPk	0.907411	0.907616	0.817254	0.647998
wgEncodeAwgTfbsHaibH1hescSin3ak20Pcr1xUniPk	0.862246	0.872742	0.780667	0.563890
wgEncodeAwgTfbsHaibSknshraRad21V0416102UniPk	0.946452	0.947456	0.884925	0.782425
wgEncodeAwgTfbsSydhHelas3Tcf7l2UcdUniPk	0.849865	0.877787	0.769976	0.537092
wgEncodeAwgTfbsSydhK562TbpIggmusUniPk	0.848283	0.859088	0.774416	0.525020
wgEncodeAwgTfbsSydhH1hescRad21IggrabUniPk	0.973389	0.967640	0.940439	0.879265
wgEncodeAwgTfbsHaibGm12892Pol2V0416102UniPk	0.803422	0.811988	0.746342	0.443253
wgEncodeAwgTfbsSydhHelas3E2f4UniPk	0.892477	0.900814	0.783705	0.604274
wgEncodeAwgTfbsHaibA549Yy1cV0422111Etoh02UniPk	0.880698	0.893059	0.785521	0.596232
wgEncodeAwgTfbsUwHepg2CtcfUniPk	0.982583	0.980933	0.942958	0.886587
wgEncodeAwgTfbsHaibGm12878Foxm1sc502V0422111UniPk	0.878896	0.885027	0.772141	0.607619
wgEncodeAwgTfbsUtaHepg2CtcfUniPk	0.992461	0.990365	0.964660	0.928869
wgEncodeAwgTfbsSydhHelas3Irf3IggrabUniPk	0.928804	0.944292	0.856637	0.746996
wgEncodeAwgTfbsHaibK562Pol24h8V0416101UniPk	0.847915	0.858953	0.767966	0.534926
wgEncodeAwgTfbsSydhHek293Tcf7l2UcdUniPk	0.878144	0.887192	0.789936	0.592173
wgEncodeAwgTfbsSydhK562Atf3UniPk	0.909517	0.921218	0.820628	0.670857
wgEncodeAwgTfbsHaibGm12878Pax5n19Pcr1xUniPk	0.897620	0.903454	0.815199	0.632615
wgEncodeAwgTfbsSydhHepg2Brca1a300IggrabUniPk	0.866578	0.886269	0.754717	0.622618
wgEncodeAwgTfbsUtaHelas3CtcfUniPk	0.980506	0.973439	0.947614	0.895172
wgEncodeAwgTfbsHaibA549Taf1V0422111Etoh02UniPk	0.804678	0.815747	0.741851	0.450198
wgEncodeAwgTfbsSydhH1hescChd1a301218aIggrabUniPk	0.741286	0.760064	0.666667	0.335061
wgEncodeAwgTfbsHaibHepg2Zbtb33Pcr1xUniPk	0.889634	0.897919	0.788900	0.624921
wgEncodeAwgTfbsHaibA549Pol2Pcr2xEtoh02UniPk	0.816374	0.806727	0.708290	0.481002
wgEncodeAwgTfbsHaibH1hescHdac2sc6296V0416102UniPk	0.870628	0.877674	0.795465	0.597638
wgEncodeAwgTfbsSydhHepg2CjunIggrabUniPk	0.975329	0.973538	0.930481	0.859874
wgEncodeAwgTfbsSydhHepg2Pol2s2IggrabUniPk	0.769449	0.787657	0.674541	0.397040
wgEncodeAwgTfbsBroadGm12878CtcfUniPk	0.966827	0.970941	0.921314	0.845092
wgEncodeAwgTfbsSydhK562Brf1UniPk	0.726240	0.781678	0.600000	0.277350
wgEncodeAwgTfbsUtaProgfibPol2UniPk	0.826102	0.828735	0.740195	0.488570
wgEncodeAwgTfbsHaibA549Tcf12V0422111Etoh02UniPk	0.875229	0.883260	0.774629	0.584874
wgEncodeAwgTfbsUwGm12878CtcfUniPk	0.983666	0.981853	0.946870	0.895947
wgEncodeAwgTfbsSydhHepg2Mxi1UniPk	0.864140	0.871177	0.778351	0.563239
wgEncodeAwgTfbsHaibK562Zbtb33Pcr1xUniPk	0.878699	0.894259	0.782470	0.575228
wgEncodeAwgTfbsSydhK562Mafkab50322IggrabUniPk	0.971173	0.977028	0.932297	0.867455
wgEncodeAwgTfbsHaibH1hescSix5Pcr1xUniPk	0.931704	0.944311	0.855107	0.725795
wgEncodeAwgTfbsUtaMcf7Pol2UniPk	0.827621	0.832766	0.758803	0.482302
wgEncodeAwgTfbsHaibGm12878Zeb1sc25388V0416102UniPk	0.870255	0.880467	0.792473	0.585820
wgEncodeAwgTfbsSydhPbdefetalGata1UcdUniPk	0.942038	0.944105	0.865823	0.748835
wgEncodeAwgTfbsSydhK562Brg1IggmusUniPk	0.801936	0.804181	0.698073	0.421352
