dataset	AUROC	AUPRC	F1	MCC
wgEncodeAwgTfbsSydhK562CjunIfna6hUniPk	0.931259	0.941351	0.862669	0.723221
wgEncodeAwgTfbsHaibK562Sin3ak20V0416101UniPk	0.811015	0.80742	0.68587	0.460984
wgEncodeAwgTfbsHaibHepg2NrsfPcr2xUniPk	0.866415	0.890626	0.770221	0.587614
wgEncodeAwgTfbsSydhHelas3Brf2UniPk	0.576271	0.563836	0.618421	0.064802
wgEncodeAwgTfbsHaibGm12878Atf3Pcr1xUniPk	0.861624	0.873997	0.7557	0.547967
wgEncodeAwgTfbsHaibGm12878Cebpbsc150V0422111UniPk	0.806752	0.810322	0.740616	0.460071
wgEncodeAwgTfbsUtaHuvecPol2UniPk	0.817901	0.828114	0.702082	0.483344
wgEncodeAwgTfbsHaibA549Ctcfsc5916Pcr1xEtoh02UniPk	0.984092	0.985473	0.939121	0.879863
wgEncodeAwgTfbsUwHuvecCtcfUniPk	0.976166	0.977755	0.924168	0.849166
wgEncodeAwgTfbsSydhNt2d1Znf274UcdUniPk	0.900896	0.924144	0.820513	0.679143
wgEncodeAwgTfbsHaibK562Bclaf101388Pcr1xUniPk	0.723454	0.711061	0.659353	0.323225
wgEncodeAwgTfbsHaibH1hescSp2V0422111UniPk	0.870969	0.886793	0.766706	0.599123
wgEncodeAwgTfbsSydhK562Gata2UcdUniPk	0.918425	0.922548	0.835385	0.697313
wgEncodeAwgTfbsSydhK562Tblr1ab24550IggrabUniPk	0.755304	0.75575	0.695347	0.332985
wgEncodeAwgTfbsSydhGm12878Tr4UniPk	0.751737	0.76233	0.625551	0.336032
wgEncodeAwgTfbsSydhHepg2Mafksc477IggrabUniPk	0.980032	0.979312	0.939918	0.880941
wgEncodeAwgTfbsBroadNhlfEzh239875UniPk	0.762719	0.771667	0.662431	0.38921
wgEncodeAwgTfbsBroadOsteoblCtcfUniPk	0.949572	0.959119	0.888324	0.781101
wgEncodeAwgTfbsSydhHelas3MafkIggrabUniPk	0.927997	0.936933	0.840494	0.712809
wgEncodeAwgTfbsHaibSknmcFoxp2Pcr2xUniPk	0.83345	0.842224	0.733408	0.517479
wgEncodeAwgTfbsSydhImr90CtcfbIggrabUniPk	0.97638	0.977663	0.923639	0.849731
wgEncodeAwgTfbsHaibGm12878Pou2f2Pcr1xUniPk	0.83207	0.838313	0.732647	0.51182
wgEncodeAwgTfbsHaibH1hescYy1sc281V0416102UniPk	0.893029	0.902912	0.809022	0.644437
wgEncodeAwgTfbsBroadGm12878Ezh239875UniPk	0.710888	0.704885	0.673133	0.317727
wgEncodeAwgTfbsUtaGm19238CtcfUniPk	0.942059	0.948108	0.871529	0.7528
wgEncodeAwgTfbsUwHl60CtcfUniPk	0.988891	0.989131	0.94958	0.902762
wgEncodeAwgTfbsSydhGm12878Zzz3UniPk	0.923039	0.938167	0.827309	0.690828
wgEncodeAwgTfbsUwHffmycCtcfUniPk	0.969274	0.972708	0.91826	0.842902
wgEncodeAwgTfbsSydhGm12878Stat3IggmusUniPk	0.751227	0.738095	0.663844	0.377058
wgEncodeAwgTfbsSydhA549MaxIggrabUniPk	0.843742	0.839297	0.752783	0.510439
wgEncodeAwgTfbsUwGm06990CtcfUniPk	0.97257	0.973463	0.921501	0.844784
wgEncodeAwgTfbsSydhHelas3Zzz3UniPk	0.696279	0.68924	0.632479	0.148966
wgEncodeAwgTfbsBroadK562CtcfUniPk	0.940659	0.952082	0.878372	0.765606
wgEncodeAwgTfbsSydhHelas3Stat1Ifng30UniPk	0.840465	0.863053	0.750919	0.532485
wgEncodeAwgTfbsUtaK562CmycUniPk	0.847605	0.858553	0.712404	0.524464
wgEncodeAwgTfbsSydhK562Znf274UcdUniPk	0.921231	0.939098	0.850575	0.785281
wgEncodeAwgTfbsSydhImr90Rad21IggrabUniPk	0.951747	0.96044	0.887535	0.790299
wgEncodeAwgTfbsSydhHepg2Pgc1aForsklnUniPk	0.597914	0.612755	0.488017	0.122588
wgEncodeAwgTfbsSydhHepg2CebpbForsklnUniPk	0.945754	0.951252	0.87847	0.764838
wgEncodeAwgTfbsHaibH1hescCtcfsc5916V0416102UniPk	0.975104	0.973871	0.923113	0.844674
wgEncodeAwgTfbsSydhK562Bhlhe40nb100IggrabUniPk	0.880214	0.889816	0.8	0.595857
wgEncodeAwgTfbsHaibK562Ctcflsc98982V0416101UniPk	0.950504	0.950839	0.883565	0.760256
wgEncodeAwgTfbsHaibHct116Pol24h8V0416101UniPk	0.804017	0.811596	0.711332	0.460137
wgEncodeAwgTfbsSydhHelas3Mxi1af4185IggrabUniPk	0.806983	0.81273	0.717571	0.465763
wgEncodeAwgTfbsSydhHelas3Stat3IggrabUniPk	0.878427	0.892365	0.793943	0.604424
wgEncodeAwgTfbsSydhHelas3Tf3c110UniPk	0.914656	0.937122	0.822882	0.704624
wgEncodeAwgTfbsSydhHuvecGata2UcdUniPk	0.879853	0.885267	0.773161	0.594669
wgEncodeAwgTfbsHaibHepg2Mybl2sc81192V0422111UniPk	0.792101	0.793554	0.709218	0.433659
wgEncodeAwgTfbsSydhK562Stat1Ifna6hUniPk	0.834419	0.834349	0.73906	0.464101
